run_timestamp,request_id,request_ts,left_received,right_received,left_glove_time_ms,left_read_time,left_palm_ax_prox,left_palm_ay_prox,left_palm_az_prox,left_palm_yaw_prox,left_palm_pitch_prox,left_palm_roll_prox,left_palm_flex_mcp,left_palm_flex_pip,left_thumb_ax_prox,left_thumb_ay_prox,left_thumb_az_prox,left_thumb_yaw_prox,left_thumb_pitch_prox,left_thumb_roll_prox,left_thumb_flex_mcp,left_thumb_flex_pip,left_index_ax_prox,left_index_ay_prox,left_index_az_prox,left_index_yaw_prox,left_index_pitch_prox,left_index_roll_prox,left_index_flex_mcp,left_index_flex_pip,left_middle_ax_prox,left_middle_ay_prox,left_middle_az_prox,left_middle_yaw_prox,left_middle_pitch_prox,left_middle_roll_prox,left_middle_flex_mcp,left_middle_flex_pip,left_ring_ax_prox,left_ring_ay_prox,left_ring_az_prox,left_ring_yaw_prox,left_ring_pitch_prox,left_ring_roll_prox,left_ring_flex_mcp,left_ring_flex_pip,left_pinky_ax_prox,left_pinky_ay_prox,left_pinky_az_prox,left_pinky_yaw_prox,left_pinky_pitch_prox,left_pinky_roll_prox,left_pinky_flex_mcp,left_pinky_flex_pip,left_wrist_ax_prox,left_wrist_ay_prox,left_wrist_az_prox,left_wrist_yaw_prox,left_wrist_pitch_prox,left_wrist_roll_prox,left_wrist_flex_mcp,left_wrist_flex_pip,right_glove_time_ms,right_read_time,right_palm_ax_prox,right_palm_ay_prox,right_palm_az_prox,right_palm_yaw_prox,right_palm_pitch_prox,right_palm_roll_prox,right_palm_flex_mcp,right_palm_flex_pip,right_palm_ax_mic,right_palm_ay_mid,right_palm_az_mid,right_palm_yaw_mid,right_palm_pitch_mid,right_palm_roll_mid,right_thumb_ax_prox,right_thumb_ay_prox,right_thumb_az_prox,right_thumb_yaw_prox,right_thumb_pitch_prox,right_thumb_roll_prox,right_thumb_flex_mcp,right_thumb_flex_pip,right_thumb_ax_mic,right_thumb_ay_mid,right_thumb_az_mid,right_thumb_yaw_mid,right_thumb_pitch_mid,right_thumb_roll_mid,right_index_ax_prox,right_index_ay_prox,right_index_az_prox,right_index_yaw_prox,right_index_pitch_prox,right_index_roll_prox,right_index_flex_mcp,right_index_flex_pip,right_index_ax_mic,right_index_ay_mid,right_index_az_mid,right_index_yaw_mid,right_index_pitch_mid,right_index_roll_mid,right_middle_ax_prox,right_middle_ay_prox,right_middle_az_prox,right_middle_yaw_prox,right_middle_pitch_prox,right_middle_roll_prox,right_middle_flex_mcp,right_middle_flex_pip,right_middle_ax_mic,right_middle_ay_mid,right_middle_az_mid,right_middle_yaw_mid,right_middle_pitch_mid,right_middle_roll_mid,right_ring_ax_prox,right_ring_ay_prox,right_ring_az_prox,right_ring_yaw_prox,right_ring_pitch_prox,right_ring_roll_prox,right_ring_flex_mcp,right_ring_flex_pip,right_ring_ax_mic,right_ring_ay_mid,right_ring_az_mid,right_ring_yaw_mid,right_ring_pitch_mid,right_ring_roll_mid,right_pinky_ax_prox,right_pinky_ay_prox,right_pinky_az_prox,right_pinky_yaw_prox,right_pinky_pitch_prox,right_pinky_roll_prox,right_pinky_flex_mcp,right_pinky_flex_pip,right_pinky_ax_mic,right_pinky_ay_mid,right_pinky_az_mid,right_pinky_yaw_mid,right_pinky_pitch_mid,right_pinky_roll_mid,right_wrist_ax_prox,right_wrist_ay_prox,right_wrist_az_prox,right_wrist_yaw_prox,right_wrist_pitch_prox,right_wrist_roll_prox,right_wrist_flex_mcp,right_wrist_flex_pip,right_wrist_ax_mic,right_wrist_ay_mid,right_wrist_az_mid,right_wrist_yaw_mid,right_wrist_pitch_mid,right_wrist_roll_mid
2026-04-13 13:24:52,1,2026-04-13T03:25:16.234Z,True,True,29242.0,2026-04-13 13:25:16.295,,,,,,,-1.0,-1.0,,,,,,,2143.0,2041.0,,,,,,,1077.0,2155.0,,,,,,,0.0,2093.0,,,,,,,2207.0,2340.0,,,,,,,1244.0,1467.0,,,,,,,-1.0,-1.0,27694.0,2026-04-13 13:25:16.299,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2133.0,4095.0,,,,,,,,,,,,,4095.0,3820.0,,,,,,,,,,,,,2075.0,1669.0,,,,,,,,,,,,,1699.0,1709.0,,,,,,,,,,,,,2138.0,2073.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,2,2026-04-13T03:25:16.284Z,True,True,29254.0,2026-04-13 13:25:16.308,,,,,,,-1.0,-1.0,,,,,,,2147.0,2037.0,,,,,,,1077.0,2155.0,,,,,,,0.0,2095.0,,,,,,,2207.0,2339.0,,,,,,,1247.0,1465.0,,,,,,,-1.0,-1.0,27705.0,2026-04-13 13:25:16.309,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2131.0,4095.0,,,,,,,,,,,,,4095.0,3820.0,,,,,,,,,,,,,2072.0,1673.0,,,,,,,,,,,,,1695.0,1711.0,,,,,,,,,,,,,2136.0,2071.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,3,2026-04-13T03:25:16.335Z,True,True,29293.0,2026-04-13 13:25:16.347,,,,,,,-1.0,-1.0,,,,,,,2149.0,2043.0,,,,,,,1077.0,2155.0,,,,,,,0.0,2100.0,,,,,,,2205.0,2341.0,,,,,,,1247.0,1469.0,,,,,,,-1.0,-1.0,27746.0,2026-04-13 13:25:16.390,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2135.0,4095.0,,,,,,,,,,,,,4095.0,3805.0,,,,,,,,,,,,,2071.0,1673.0,,,,,,,,,,,,,1686.0,1712.0,,,,,,,,,,,,,2137.0,2075.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,4,2026-04-13T03:25:16.385Z,True,True,29345.0,2026-04-13 13:25:16.396,,,,,,,-1.0,-1.0,,,,,,,2148.0,2044.0,,,,,,,1079.0,2156.0,,,,,,,0.0,2100.0,,,,,,,2207.0,2339.0,,,,,,,1247.0,1467.0,,,,,,,-1.0,-1.0,27796.0,2026-04-13 13:25:16.401,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2136.0,4095.0,,,,,,,,,,,,,4095.0,3820.0,,,,,,,,,,,,,2071.0,1673.0,,,,,,,,,,,,,1687.0,1711.0,,,,,,,,,,,,,2136.0,2074.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,5,2026-04-13T03:25:16.435Z,True,True,29394.0,2026-04-13 13:25:16.446,,,,,,,-1.0,-1.0,,,,,,,2147.0,2043.0,,,,,,,1077.0,2156.0,,,,,,,0.0,2100.0,,,,,,,2207.0,2340.0,,,,,,,1243.0,1465.0,,,,,,,-1.0,-1.0,27845.0,2026-04-13 13:25:16.490,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2135.0,4095.0,,,,,,,,,,,,,4095.0,3820.0,,,,,,,,,,,,,2072.0,1674.0,,,,,,,,,,,,,1695.0,1712.0,,,,,,,,,,,,,2133.0,2077.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,6,2026-04-13T03:25:16.486Z,True,True,29445.0,2026-04-13 13:25:16.498,,,,,,,-1.0,-1.0,,,,,,,2149.0,2043.0,,,,,,,1078.0,2153.0,,,,,,,0.0,2099.0,,,,,,,2207.0,2339.0,,,,,,,1245.0,1467.0,,,,,,,-1.0,-1.0,27898.0,2026-04-13 13:25:16.503,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2133.0,4095.0,,,,,,,,,,,,,4095.0,3828.0,,,,,,,,,,,,,2072.0,1671.0,,,,,,,,,,,,,1695.0,1711.0,,,,,,,,,,,,,2141.0,2075.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,7,2026-04-13T03:25:16.536Z,True,True,29495.0,2026-04-13 13:25:16.548,,,,,,,-1.0,-1.0,,,,,,,2149.0,2041.0,,,,,,,1075.0,2155.0,,,,,,,0.0,2100.0,,,,,,,2211.0,2340.0,,,,,,,1245.0,1467.0,,,,,,,-1.0,-1.0,27947.0,2026-04-13 13:25:16.592,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2135.0,4095.0,,,,,,,,,,,,,4095.0,3816.0,,,,,,,,,,,,,2076.0,1673.0,,,,,,,,,,,,,1699.0,1710.0,,,,,,,,,,,,,2141.0,2072.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,8,2026-04-13T03:25:16.587Z,True,True,29548.0,2026-04-13 13:25:16.600,,,,,,,-1.0,-1.0,,,,,,,2151.0,2039.0,,,,,,,1075.0,2155.0,,,,,,,0.0,2100.0,,,,,,,2212.0,2339.0,,,,,,,1247.0,1469.0,,,,,,,-1.0,-1.0,27999.0,2026-04-13 13:25:16.606,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2123.0,4095.0,,,,,,,,,,,,,4095.0,3815.0,,,,,,,,,,,,,2045.0,1673.0,,,,,,,,,,,,,1699.0,1716.0,,,,,,,,,,,,,2139.0,2076.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,9,2026-04-13T03:25:16.637Z,True,True,29596.0,2026-04-13 13:25:16.648,,,,,,,-1.0,-1.0,,,,,,,2151.0,2040.0,,,,,,,1077.0,2155.0,,,,,,,0.0,2101.0,,,,,,,2208.0,2339.0,,,,,,,1244.0,1464.0,,,,,,,-1.0,-1.0,28047.0,2026-04-13 13:25:16.692,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2135.0,4095.0,,,,,,,,,,,,,4095.0,3807.0,,,,,,,,,,,,,2077.0,1672.0,,,,,,,,,,,,,1695.0,1709.0,,,,,,,,,,,,,2139.0,2075.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 13:24:52,10,2026-04-13T03:25:16.688Z,True,True,29647.0,2026-04-13 13:25:16.698,,,,,,,-1.0,-1.0,,,,,,,2149.0,2042.0,,,,,,,1075.0,2155.0,,,,,,,0.0,2100.0,,,,,,,2207.0,2339.0,,,,,,,1245.0,1467.0,,,,,,,-1.0,-1.0,28101.0,2026-04-13 13:25:16.708,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2135.0,4095.0,,,,,,,,,,,,,4095.0,3736.0,,,,,,,,,,,,,2063.0,1674.0,,,,,,,,,,,,,1699.0,1715.0,,,,,,,,,,,,,2139.0,2057.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
